fmisid,station,time_utc,Maximum temperature [°C],Minimum temperature [°C],Average relative humidity [%],Wind speed [m/s],Average air pressure [hPa]
106435,Muonio Oustajärvi,2025-01-01 00:00:00+00:00,-22.6,-23.9,79.0,3.4,995.5
106435,Muonio Oustajärvi,2025-01-01 01:00:00+00:00,-22.4,-24.2,79.0,3.1,995.1
106435,Muonio Oustajärvi,2025-01-01 02:00:00+00:00,-24.3,-25.3,77.0,2.3,994.5
106435,Muonio Oustajärvi,2025-01-01 03:00:00+00:00,-24.4,-26.0,77.0,0.8,993.8
106435,Muonio Oustajärvi,2025-01-01 04:00:00+00:00,-25.5,-26.6,78.0,0.8,993.2
106435,Muonio Oustajärvi,2025-01-01 05:00:00+00:00,-26.3,-27.0,77.0,1.3,992.7
106435,Muonio Oustajärvi,2025-01-01 06:00:00+00:00,-26.8,-28.1,75.0,0.8,992.4
106435,Muonio Oustajärvi,2025-01-01 07:00:00+00:00,-27.6,-28.2,76.0,1.9,992.1
106435,Muonio Oustajärvi,2025-01-01 08:00:00+00:00,-28.3,-29.3,74.0,1.1,991.7
106435,Muonio Oustajärvi,2025-01-01 09:00:00+00:00,-28.9,-29.8,74.0,1.2,991.5
106435,Muonio Oustajärvi,2025-01-01 10:00:00+00:00,-27.7,-29.8,75.0,0.7,991.6
106435,Muonio Oustajärvi,2025-01-01 11:00:00+00:00,-26.1,-27.6,83.0,0.9,990.9
106435,Muonio Oustajärvi,2025-01-01 12:00:00+00:00,-24.8,-26.1,81.0,1.0,990.4
106435,Muonio Oustajärvi,2025-01-01 13:00:00+00:00,-22.6,-24.9,80.0,0.9,989.7
106435,Muonio Oustajärvi,2025-01-01 14:00:00+00:00,-22.4,-22.8,79.0,0.7,989.0
106435,Muonio Oustajärvi,2025-01-01 15:00:00+00:00,-21.5,-22.3,80.0,0.7,988.7
106435,Muonio Oustajärvi,2025-01-01 16:00:00+00:00,-20.2,-21.5,80.0,0.5,988.2
106435,Muonio Oustajärvi,2025-01-01 17:00:00+00:00,-19.5,-20.2,81.0,0.8,987.6
106435,Muonio Oustajärvi,2025-01-01 18:00:00+00:00,-19.3,-20.1,81.0,1.0,987.5
106435,Muonio Oustajärvi,2025-01-01 19:00:00+00:00,-19.9,-20.6,80.0,0.9,987.4
106435,Muonio Oustajärvi,2025-01-01 20:00:00+00:00,-20.7,-23.2,79.0,0.7,987.4
106435,Muonio Oustajärvi,2025-01-01 21:00:00+00:00,-22.9,-25.1,78.0,0.7,987.6
106435,Muonio Oustajärvi,2025-01-01 22:00:00+00:00,-25.0,-26.9,77.0,0.6,987.6
106435,Muonio Oustajärvi,2025-01-01 23:00:00+00:00,-26.8,-27.4,76.0,0.7,987.5
106435,Muonio Oustajärvi,2025-01-02 00:00:00+00:00,-26.4,-27.8,76.0,0.7,987.4
106435,Muonio Oustajärvi,2025-01-02 01:00:00+00:00,-27.5,-28.5,75.0,1.2,987.0
106435,Muonio Oustajärvi,2025-01-02 02:00:00+00:00,-28.2,-28.8,75.0,0.8,986.9
106435,Muonio Oustajärvi,2025-01-02 03:00:00+00:00,-28.4,-29.1,75.0,0.8,986.9
106435,Muonio Oustajärvi,2025-01-02 04:00:00+00:00,-28.6,-29.8,74.0,0.8,986.9
106435,Muonio Oustajärvi,2025-01-02 05:00:00+00:00,-29.6,-30.3,74.0,1.3,986.9
106435,Muonio Oustajärvi,2025-01-02 06:00:00+00:00,-29.3,-30.6,74.0,0.9,986.9
106435,Muonio Oustajärvi,2025-01-02 07:00:00+00:00,-30.4,-30.7,73.0,1.1,987.2
106435,Muonio Oustajärvi,2025-01-02 08:00:00+00:00,-30.3,-30.8,73.0,1.6,987.2
106435,Muonio Oustajärvi,2025-01-02 09:00:00+00:00,-30.7,-31.5,73.0,1.0,987.4
106435,Muonio Oustajärvi,2025-01-02 10:00:00+00:00,-30.8,-31.5,73.0,0.6,987.8
106435,Muonio Oustajärvi,2025-01-02 11:00:00+00:00,-30.6,-31.3,73.0,0.7,988.0
106435,Muonio Oustajärvi,2025-01-02 12:00:00+00:00,-30.0,-30.8,73.0,1.0,987.9
106435,Muonio Oustajärvi,2025-01-02 13:00:00+00:00,-30.1,-30.6,73.0,0.7,988.1
106435,Muonio Oustajärvi,2025-01-02 14:00:00+00:00,-30.2,-30.8,73.0,0.6,988.4
106435,Muonio Oustajärvi,2025-01-02 15:00:00+00:00,-29.4,-30.1,74.0,0.6,988.3
106435,Muonio Oustajärvi,2025-01-02 16:00:00+00:00,-29.2,-29.4,73.0,0.9,988.3
106435,Muonio Oustajärvi,2025-01-02 17:00:00+00:00,-29.4,-29.8,73.0,0.6,988.4
106435,Muonio Oustajärvi,2025-01-02 18:00:00+00:00,-29.8,-30.1,73.0,0.7,988.7
106435,Muonio Oustajärvi,2025-01-02 19:00:00+00:00,-29.7,-30.0,73.0,0.8,988.7
106435,Muonio Oustajärvi,2025-01-02 20:00:00+00:00,-29.8,-30.2,73.0,0.9,989.0
106435,Muonio Oustajärvi,2025-01-02 21:00:00+00:00,-29.4,-30.0,73.0,0.7,989.2
106435,Muonio Oustajärvi,2025-01-02 22:00:00+00:00,-28.5,-29.6,74.0,0.8,989.2
106435,Muonio Oustajärvi,2025-01-02 23:00:00+00:00,-28.3,-28.5,74.0,0.5,989.3
106435,Muonio Oustajärvi,2025-01-03 00:00:00+00:00,-28.4,-29.0,74.0,0.7,989.2
106435,Muonio Oustajärvi,2025-01-03 01:00:00+00:00,-28.9,-29.9,74.0,0.6,989.4
106435,Muonio Oustajärvi,2025-01-03 02:00:00+00:00,-29.5,-30.2,73.0,0.7,989.5
106435,Muonio Oustajärvi,2025-01-03 03:00:00+00:00,-30.0,-30.4,73.0,1.1,989.5
106435,Muonio Oustajärvi,2025-01-03 04:00:00+00:00,-30.2,-30.5,73.0,1.0,989.5
106435,Muonio Oustajärvi,2025-01-03 05:00:00+00:00,-30.3,-31.0,73.0,0.7,989.8
106435,Muonio Oustajärvi,2025-01-03 06:00:00+00:00,-30.7,-31.2,73.0,0.7,990.1
106435,Muonio Oustajärvi,2025-01-03 07:00:00+00:00,-30.8,-31.4,73.0,0.9,990.4
106435,Muonio Oustajärvi,2025-01-03 08:00:00+00:00,-30.7,-31.3,73.0,1.1,991.0
106435,Muonio Oustajärvi,2025-01-03 09:00:00+00:00,-30.7,-31.3,72.0,0.9,991.5
106435,Muonio Oustajärvi,2025-01-03 10:00:00+00:00,-30.2,-31.1,73.0,1.0,991.7
106435,Muonio Oustajärvi,2025-01-03 11:00:00+00:00,-30.4,-30.9,73.0,0.7,992.0
106435,Muonio Oustajärvi,2025-01-03 12:00:00+00:00,-30.8,-31.2,72.0,0.9,992.3
106435,Muonio Oustajärvi,2025-01-03 13:00:00+00:00,-30.6,-31.7,72.0,0.9,992.7
106435,Muonio Oustajärvi,2025-01-03 14:00:00+00:00,-31.2,-32.0,72.0,1.0,992.9
106435,Muonio Oustajärvi,2025-01-03 15:00:00+00:00,-31.0,-32.1,72.0,1.1,993.0
106435,Muonio Oustajärvi,2025-01-03 16:00:00+00:00,-31.2,-32.2,72.0,0.9,993.2
106435,Muonio Oustajärvi,2025-01-03 17:00:00+00:00,-31.1,-31.7,72.0,0.9,993.5
106435,Muonio Oustajärvi,2025-01-03 18:00:00+00:00,-30.7,-31.2,72.0,0.6,993.9
106435,Muonio Oustajärvi,2025-01-03 19:00:00+00:00,-30.3,-30.8,72.0,0.9,994.1
106435,Muonio Oustajärvi,2025-01-03 20:00:00+00:00,-30.4,-30.6,73.0,0.6,994.5
106435,Muonio Oustajärvi,2025-01-03 21:00:00+00:00,-29.8,-30.6,73.0,0.8,994.8
106435,Muonio Oustajärvi,2025-01-03 22:00:00+00:00,-30.5,-30.9,73.0,0.3,995.2
106435,Muonio Oustajärvi,2025-01-03 23:00:00+00:00,-30.3,-30.9,73.0,0.7,995.6
106435,Muonio Oustajärvi,2025-01-04 00:00:00+00:00,-28.8,-30.3,74.0,0.9,996.1
106435,Muonio Oustajärvi,2025-01-04 01:00:00+00:00,-27.5,-28.8,83.0,0.8,996.2
106435,Muonio Oustajärvi,2025-01-04 02:00:00+00:00,-26.4,-27.5,84.0,1.3,996.1
106435,Muonio Oustajärvi,2025-01-04 03:00:00+00:00,-26.5,-27.2,82.0,0.6,996.3
106435,Muonio Oustajärvi,2025-01-04 04:00:00+00:00,-26.4,-27.1,81.0,0.8,996.5
106435,Muonio Oustajärvi,2025-01-04 05:00:00+00:00,-25.8,-26.4,81.0,0.5,996.8
106435,Muonio Oustajärvi,2025-01-04 06:00:00+00:00,-25.7,-26.1,83.0,0.9,997.5
106435,Muonio Oustajärvi,2025-01-04 07:00:00+00:00,-25.0,-25.7,82.0,1.5,997.8
106435,Muonio Oustajärvi,2025-01-04 08:00:00+00:00,-24.9,-26.1,82.0,1.3,998.4
106435,Muonio Oustajärvi,2025-01-04 09:00:00+00:00,-26.0,-26.3,81.0,0.8,999.1
106435,Muonio Oustajärvi,2025-01-04 10:00:00+00:00,-25.5,-26.0,81.0,1.4,999.4
106435,Muonio Oustajärvi,2025-01-04 11:00:00+00:00,-26.0,-27.0,81.0,0.7,1000.0
106435,Muonio Oustajärvi,2025-01-04 12:00:00+00:00,-27.0,-28.0,80.0,1.1,1000.5
106435,Muonio Oustajärvi,2025-01-04 13:00:00+00:00,-28.0,-29.3,79.0,1.5,1000.9
106435,Muonio Oustajärvi,2025-01-04 14:00:00+00:00,-29.0,-29.8,77.0,0.8,1001.4
106435,Muonio Oustajärvi,2025-01-04 15:00:00+00:00,-29.5,-29.9,78.0,1.0,1001.9
106435,Muonio Oustajärvi,2025-01-04 16:00:00+00:00,-29.7,-30.1,79.0,0.8,1002.1
106435,Muonio Oustajärvi,2025-01-04 17:00:00+00:00,-29.9,-30.3,79.0,0.6,1002.4
106435,Muonio Oustajärvi,2025-01-04 18:00:00+00:00,-29.6,-30.0,79.0,0.8,1002.5
106435,Muonio Oustajärvi,2025-01-04 19:00:00+00:00,-29.7,-30.2,79.0,0.8,1002.8
106435,Muonio Oustajärvi,2025-01-04 20:00:00+00:00,-29.1,-30.0,79.0,0.8,1002.9
106435,Muonio Oustajärvi,2025-01-04 21:00:00+00:00,-29.3,-30.7,79.0,0.7,1002.8
106435,Muonio Oustajärvi,2025-01-04 22:00:00+00:00,-30.7,-32.0,75.0,0.5,1003.0
106435,Muonio Oustajärvi,2025-01-04 23:00:00+00:00,-31.6,-32.0,77.0,0.8,1003.1
106435,Muonio Oustajärvi,2025-01-05 00:00:00+00:00,-31.8,-32.9,76.0,0.6,1003.1
106435,Muonio Oustajärvi,2025-01-05 01:00:00+00:00,-32.6,-33.3,75.0,0.6,1003.1
106435,Muonio Oustajärvi,2025-01-05 02:00:00+00:00,-33.3,-34.4,74.0,0.9,1003.0
106435,Muonio Oustajärvi,2025-01-05 03:00:00+00:00,-34.2,-34.7,74.0,0.9,1003.0
106435,Muonio Oustajärvi,2025-01-05 04:00:00+00:00,-34.6,-35.2,72.0,0.5,1002.9
106435,Muonio Oustajärvi,2025-01-05 05:00:00+00:00,-35.1,-35.4,72.0,0.8,1002.7
106435,Muonio Oustajärvi,2025-01-05 06:00:00+00:00,-34.9,-35.3,72.0,0.9,1002.5
106435,Muonio Oustajärvi,2025-01-05 07:00:00+00:00,-34.7,-35.1,72.0,0.9,1002.4
106435,Muonio Oustajärvi,2025-01-05 08:00:00+00:00,-34.6,-34.9,72.0,0.6,1002.3
106435,Muonio Oustajärvi,2025-01-05 09:00:00+00:00,-34.6,-34.8,71.0,0.6,1002.2
106435,Muonio Oustajärvi,2025-01-05 10:00:00+00:00,-33.5,-34.6,72.0,0.8,1001.9
106435,Muonio Oustajärvi,2025-01-05 11:00:00+00:00,-32.4,-33.6,72.0,0.8,1001.7
106435,Muonio Oustajärvi,2025-01-05 12:00:00+00:00,-29.9,-32.4,73.0,0.5,1001.2
106435,Muonio Oustajärvi,2025-01-05 13:00:00+00:00,-27.6,-29.9,75.0,0.5,1000.7
106435,Muonio Oustajärvi,2025-01-05 14:00:00+00:00,-25.7,-27.5,76.0,0.7,1000.2
106435,Muonio Oustajärvi,2025-01-05 15:00:00+00:00,-24.2,-25.7,78.0,0.7,999.8
106435,Muonio Oustajärvi,2025-01-05 16:00:00+00:00,-23.1,-24.1,78.0,0.4,999.3
106435,Muonio Oustajärvi,2025-01-05 17:00:00+00:00,-22.2,-23.0,79.0,0.4,998.9
106435,Muonio Oustajärvi,2025-01-05 18:00:00+00:00,-22.1,-23.1,79.0,1.1,999.1
106435,Muonio Oustajärvi,2025-01-05 19:00:00+00:00,-20.8,-22.5,80.0,0.6,999.1
106435,Muonio Oustajärvi,2025-01-05 20:00:00+00:00,-19.0,-20.7,81.0,0.9,999.0
106435,Muonio Oustajärvi,2025-01-05 21:00:00+00:00,-17.8,-19.1,82.0,1.2,999.0
106435,Muonio Oustajärvi,2025-01-05 22:00:00+00:00,-16.8,-17.8,84.0,0.7,999.0
106435,Muonio Oustajärvi,2025-01-05 23:00:00+00:00,-16.7,-18.7,83.0,1.3,999.3
106435,Muonio Oustajärvi,2025-01-06 00:00:00+00:00,-18.8,-21.2,81.0,1.0,999.9
106435,Muonio Oustajärvi,2025-01-06 01:00:00+00:00,-18.8,-21.1,82.0,1.0,1000.0
106435,Muonio Oustajärvi,2025-01-06 02:00:00+00:00,-16.9,-18.7,86.0,0.7,999.9
106435,Muonio Oustajärvi,2025-01-06 03:00:00+00:00,-15.2,-16.9,85.0,0.4,999.8
106435,Muonio Oustajärvi,2025-01-06 04:00:00+00:00,-13.6,-15.1,86.0,1.1,999.9
106435,Muonio Oustajärvi,2025-01-06 05:00:00+00:00,-12.1,-13.9,87.0,1.2,999.7
106435,Muonio Oustajärvi,2025-01-06 06:00:00+00:00,-12.3,-15.2,86.0,1.2,1000.3
106435,Muonio Oustajärvi,2025-01-06 07:00:00+00:00,-13.3,-15.4,86.0,2.3,1000.9
106435,Muonio Oustajärvi,2025-01-06 08:00:00+00:00,-10.9,-13.5,88.0,1.1,1001.0
106435,Muonio Oustajärvi,2025-01-06 09:00:00+00:00,-9.1,-11.4,90.0,1.8,1000.9
106435,Muonio Oustajärvi,2025-01-06 10:00:00+00:00,-11.5,-15.7,87.0,1.8,1002.0
106435,Muonio Oustajärvi,2025-01-06 11:00:00+00:00,-15.8,-18.4,84.0,1.3,1003.0
106435,Muonio Oustajärvi,2025-01-06 12:00:00+00:00,-15.4,-18.1,85.0,0.6,1003.2
106435,Muonio Oustajärvi,2025-01-06 13:00:00+00:00,-14.0,-15.4,86.0,0.8,1003.2
106435,Muonio Oustajärvi,2025-01-06 14:00:00+00:00,-14.4,-15.5,85.0,1.3,1003.5
106435,Muonio Oustajärvi,2025-01-06 15:00:00+00:00,-13.4,-14.6,86.0,1.0,1003.9
106435,Muonio Oustajärvi,2025-01-06 16:00:00+00:00,-13.7,-15.5,86.0,0.6,1004.1
106435,Muonio Oustajärvi,2025-01-06 17:00:00+00:00,-15.6,-18.7,84.0,0.9,1004.9
106435,Muonio Oustajärvi,2025-01-06 18:00:00+00:00,-18.8,-21.4,81.0,0.7,1005.8
106435,Muonio Oustajärvi,2025-01-06 19:00:00+00:00,-20.9,-23.4,79.0,0.7,1006.7
106435,Muonio Oustajärvi,2025-01-06 20:00:00+00:00,-23.0,-24.6,78.0,0.3,1007.4
106435,Muonio Oustajärvi,2025-01-06 21:00:00+00:00,-24.5,-26.3,77.0,1.4,1008.4
106435,Muonio Oustajärvi,2025-01-06 22:00:00+00:00,-26.0,-26.6,77.0,0.8,1009.0
106435,Muonio Oustajärvi,2025-01-06 23:00:00+00:00,-26.4,-26.8,76.0,1.2,1009.4
106435,Muonio Oustajärvi,2025-01-07 00:00:00+00:00,-26.9,-27.4,76.0,0.7,1009.8
106435,Muonio Oustajärvi,2025-01-07 01:00:00+00:00,-26.5,-27.1,79.0,0.6,1010.0
106435,Muonio Oustajärvi,2025-01-07 02:00:00+00:00,-26.7,-27.2,79.0,0.9,1010.1
106435,Muonio Oustajärvi,2025-01-07 03:00:00+00:00,-26.5,-27.5,78.0,0.9,1010.2
106435,Muonio Oustajärvi,2025-01-07 04:00:00+00:00,-27.5,-28.4,76.0,0.8,1010.3
106435,Muonio Oustajärvi,2025-01-07 05:00:00+00:00,-28.1,-28.9,75.0,0.9,1010.5
106435,Muonio Oustajärvi,2025-01-07 06:00:00+00:00,-27.1,-29.2,75.0,1.0,1010.7
106435,Muonio Oustajärvi,2025-01-07 07:00:00+00:00,-23.9,-27.1,77.0,1.0,1010.8
106435,Muonio Oustajärvi,2025-01-07 08:00:00+00:00,-22.0,-23.8,78.0,1.3,1010.7
106435,Muonio Oustajärvi,2025-01-07 09:00:00+00:00,-20.2,-22.0,80.0,1.2,1011.0
106435,Muonio Oustajärvi,2025-01-07 10:00:00+00:00,-18.8,-20.1,81.0,1.0,1010.8
106435,Muonio Oustajärvi,2025-01-07 11:00:00+00:00,-16.9,-18.8,83.0,1.2,1010.6
106435,Muonio Oustajärvi,2025-01-07 12:00:00+00:00,-15.8,-16.9,84.0,1.2,1010.2
106435,Muonio Oustajärvi,2025-01-07 13:00:00+00:00,-14.5,-15.8,85.0,1.8,1010.0
106435,Muonio Oustajärvi,2025-01-07 14:00:00+00:00,-11.0,-14.4,87.0,1.6,1009.7
106435,Muonio Oustajärvi,2025-01-07 15:00:00+00:00,-9.7,-11.1,89.0,3.4,1009.3
106435,Muonio Oustajärvi,2025-01-07 16:00:00+00:00,-9.8,-10.1,89.0,3.9,1009.2
106435,Muonio Oustajärvi,2025-01-07 17:00:00+00:00,-10.1,-10.3,89.0,2.7,1009.7
106435,Muonio Oustajärvi,2025-01-07 18:00:00+00:00,-10.3,-10.4,89.0,3.2,1009.6
106435,Muonio Oustajärvi,2025-01-07 19:00:00+00:00,-10.4,-11.2,88.0,4.3,1009.0
106435,Muonio Oustajärvi,2025-01-07 20:00:00+00:00,-11.2,-12.0,87.0,3.1,1009.1
106435,Muonio Oustajärvi,2025-01-07 21:00:00+00:00,-11.9,-13.3,86.0,2.7,1009.2
106435,Muonio Oustajärvi,2025-01-07 22:00:00+00:00,-13.3,-15.7,86.0,2.4,1009.5
106435,Muonio Oustajärvi,2025-01-07 23:00:00+00:00,-14.1,-14.8,85.0,4.2,1009.2
106435,Muonio Oustajärvi,2025-01-08 00:00:00+00:00,-14.7,-15.8,84.0,3.4,1009.3
106435,Muonio Oustajärvi,2025-01-08 01:00:00+00:00,-15.8,-16.5,83.0,3.2,1009.3
106435,Muonio Oustajärvi,2025-01-08 02:00:00+00:00,-16.4,-17.2,83.0,3.3,1009.0
106435,Muonio Oustajärvi,2025-01-08 03:00:00+00:00,-16.2,-17.1,83.0,3.7,1008.6
106435,Muonio Oustajärvi,2025-01-08 04:00:00+00:00,-16.0,-16.5,83.0,5.2,1008.0
106435,Muonio Oustajärvi,2025-01-08 05:00:00+00:00,-15.8,-16.0,83.0,5.7,1007.6
106435,Muonio Oustajärvi,2025-01-08 06:00:00+00:00,-15.9,-16.3,83.0,5.1,1007.5
106435,Muonio Oustajärvi,2025-01-08 07:00:00+00:00,-15.6,-16.3,83.0,5.8,1007.2
106435,Muonio Oustajärvi,2025-01-08 08:00:00+00:00,-15.1,-15.6,83.0,6.7,1006.8
106435,Muonio Oustajärvi,2025-01-08 09:00:00+00:00,-14.3,-15.1,83.0,6.7,1006.6
106435,Muonio Oustajärvi,2025-01-08 10:00:00+00:00,-14.2,-14.3,83.0,7.0,1006.2
106435,Muonio Oustajärvi,2025-01-08 11:00:00+00:00,-14.1,-14.3,83.0,7.6,1005.5
106435,Muonio Oustajärvi,2025-01-08 12:00:00+00:00,-14.0,-14.1,83.0,7.3,1005.2
106435,Muonio Oustajärvi,2025-01-08 13:00:00+00:00,-13.6,-14.0,83.0,8.0,1004.7
106435,Muonio Oustajärvi,2025-01-08 14:00:00+00:00,-13.3,-13.6,83.0,8.3,1004.4
106435,Muonio Oustajärvi,2025-01-08 15:00:00+00:00,-13.3,-13.4,83.0,8.3,1004.3
106435,Muonio Oustajärvi,2025-01-08 16:00:00+00:00,-13.0,-13.4,83.0,4.8,1004.4
106435,Muonio Oustajärvi,2025-01-08 17:00:00+00:00,-12.8,-13.0,82.0,2.7,1004.5
106435,Muonio Oustajärvi,2025-01-08 18:00:00+00:00,-12.8,-13.3,82.0,4.1,1004.6
106435,Muonio Oustajärvi,2025-01-08 19:00:00+00:00,-13.3,-13.4,82.0,5.6,1004.9
106435,Muonio Oustajärvi,2025-01-08 20:00:00+00:00,-13.4,-14.2,82.0,3.6,1005.3
106435,Muonio Oustajärvi,2025-01-08 21:00:00+00:00,-14.2,-15.4,82.0,3.1,1005.7
106435,Muonio Oustajärvi,2025-01-08 22:00:00+00:00,-15.3,-16.0,82.0,3.5,1005.7
106435,Muonio Oustajärvi,2025-01-08 23:00:00+00:00,-15.9,-16.5,82.0,4.1,1005.9
106435,Muonio Oustajärvi,2025-01-09 00:00:00+00:00,-16.3,-16.7,82.0,2.5,1006.0
106435,Muonio Oustajärvi,2025-01-09 01:00:00+00:00,-16.6,-18.1,83.0,1.7,1006.0
106435,Muonio Oustajärvi,2025-01-09 02:00:00+00:00,-17.4,-18.3,82.0,1.8,1006.3
106435,Muonio Oustajärvi,2025-01-09 03:00:00+00:00,-17.0,-17.5,82.0,1.4,1006.0
106435,Muonio Oustajärvi,2025-01-09 04:00:00+00:00,-16.6,-17.0,82.0,1.4,1005.8
106435,Muonio Oustajärvi,2025-01-09 05:00:00+00:00,-16.1,-16.7,82.0,1.3,1005.9
106435,Muonio Oustajärvi,2025-01-09 06:00:00+00:00,-16.1,-16.3,82.0,1.1,1006.1
106435,Muonio Oustajärvi,2025-01-09 07:00:00+00:00,-16.2,-18.2,83.0,1.3,1006.4
106435,Muonio Oustajärvi,2025-01-09 08:00:00+00:00,-18.3,-19.7,82.0,1.7,1007.1
106435,Muonio Oustajärvi,2025-01-09 09:00:00+00:00,-19.5,-20.6,81.0,1.1,1007.8
106435,Muonio Oustajärvi,2025-01-09 10:00:00+00:00,-18.9,-19.9,81.0,0.6,1007.9
106435,Muonio Oustajärvi,2025-01-09 11:00:00+00:00,-18.6,-19.1,81.0,0.9,1007.9
106435,Muonio Oustajärvi,2025-01-09 12:00:00+00:00,-18.4,-19.1,81.0,0.8,1008.0
106435,Muonio Oustajärvi,2025-01-09 13:00:00+00:00,-18.9,-20.2,81.0,1.4,1008.3
106435,Muonio Oustajärvi,2025-01-09 14:00:00+00:00,-19.1,-19.9,82.0,0.9,1008.6
106435,Muonio Oustajärvi,2025-01-09 15:00:00+00:00,-18.7,-19.1,81.0,1.0,1008.7
106435,Muonio Oustajärvi,2025-01-09 16:00:00+00:00,-18.9,-19.5,81.0,0.9,1008.9
106435,Muonio Oustajärvi,2025-01-09 17:00:00+00:00,-17.7,-19.4,81.0,1.2,1009.1
106435,Muonio Oustajärvi,2025-01-09 18:00:00+00:00,-17.2,-17.9,82.0,1.3,1009.4
106435,Muonio Oustajärvi,2025-01-09 19:00:00+00:00,-16.6,-17.2,82.0,1.1,1009.6
106435,Muonio Oustajärvi,2025-01-09 20:00:00+00:00,-16.3,-16.5,83.0,0.6,1009.8
106435,Muonio Oustajärvi,2025-01-09 21:00:00+00:00,-15.9,-16.3,83.0,0.3,1010.2
106435,Muonio Oustajärvi,2025-01-09 22:00:00+00:00,-16.0,-16.3,83.0,0.6,1010.7
106435,Muonio Oustajärvi,2025-01-09 23:00:00+00:00,-16.3,-16.8,83.0,0.7,1011.2
106435,Muonio Oustajärvi,2025-01-10 00:00:00+00:00,-16.3,-16.8,83.0,0.8,1011.4
106435,Muonio Oustajärvi,2025-01-10 01:00:00+00:00,-16.1,-16.3,84.0,1.0,1011.6
106435,Muonio Oustajärvi,2025-01-10 02:00:00+00:00,-15.8,-16.1,84.0,0.7,1012.0
106435,Muonio Oustajärvi,2025-01-10 03:00:00+00:00,-15.7,-15.8,84.0,0.8,1012.4
106435,Muonio Oustajärvi,2025-01-10 04:00:00+00:00,-15.8,-16.2,84.0,0.7,1012.9
106435,Muonio Oustajärvi,2025-01-10 05:00:00+00:00,-15.7,-16.0,84.0,1.0,1013.4
106435,Muonio Oustajärvi,2025-01-10 06:00:00+00:00,-15.7,-17.9,83.0,1.1,1013.5
106435,Muonio Oustajärvi,2025-01-10 07:00:00+00:00,-17.9,-21.5,81.0,1.3,1014.4
106435,Muonio Oustajärvi,2025-01-10 08:00:00+00:00,-21.6,-24.2,78.0,0.9,1015.6
106435,Muonio Oustajärvi,2025-01-10 09:00:00+00:00,-24.2,-26.0,77.0,0.7,1016.3
106435,Muonio Oustajärvi,2025-01-10 10:00:00+00:00,-26.0,-27.0,76.0,1.5,1017.1
106435,Muonio Oustajärvi,2025-01-10 11:00:00+00:00,-26.8,-27.6,75.0,0.9,1017.3
106435,Muonio Oustajärvi,2025-01-10 12:00:00+00:00,-27.1,-28.1,75.0,0.9,1017.3
106435,Muonio Oustajärvi,2025-01-10 13:00:00+00:00,-28.2,-28.9,74.0,0.5,1017.7
106435,Muonio Oustajärvi,2025-01-10 14:00:00+00:00,-28.8,-29.5,74.0,0.5,1018.1
106435,Muonio Oustajärvi,2025-01-10 15:00:00+00:00,-29.3,-30.1,74.0,0.8,1018.3
106435,Muonio Oustajärvi,2025-01-10 16:00:00+00:00,-29.5,-30.4,74.0,0.9,1018.5
106435,Muonio Oustajärvi,2025-01-10 17:00:00+00:00,-30.3,-30.8,73.0,0.6,1018.7
106435,Muonio Oustajärvi,2025-01-10 18:00:00+00:00,-30.2,-30.8,73.0,0.6,1018.7
106435,Muonio Oustajärvi,2025-01-10 19:00:00+00:00,-30.3,-30.9,73.0,0.7,1018.7
106435,Muonio Oustajärvi,2025-01-10 20:00:00+00:00,-29.1,-31.0,73.0,0.9,1018.5
106435,Muonio Oustajärvi,2025-01-10 21:00:00+00:00,-29.0,-29.8,74.0,0.8,1018.2
106435,Muonio Oustajärvi,2025-01-10 22:00:00+00:00,-29.3,-30.0,74.0,1.2,1018.0
106435,Muonio Oustajärvi,2025-01-10 23:00:00+00:00,-28.3,-29.6,74.0,1.5,1017.6
106435,Muonio Oustajärvi,2025-01-11 00:00:00+00:00,-27.2,-28.2,75.0,3.0,1017.3
106435,Muonio Oustajärvi,2025-01-11 01:00:00+00:00,-23.3,-27.2,76.0,3.2,1016.9
106435,Muonio Oustajärvi,2025-01-11 02:00:00+00:00,-20.5,-26.2,77.0,2.7,1016.8
106435,Muonio Oustajärvi,2025-01-11 03:00:00+00:00,-25.4,-26.3,76.0,1.4,1017.1
106435,Muonio Oustajärvi,2025-01-11 04:00:00+00:00,-25.5,-26.3,75.0,1.3,1016.8
106435,Muonio Oustajärvi,2025-01-11 05:00:00+00:00,-25.7,-26.3,76.0,0.8,1016.8
106435,Muonio Oustajärvi,2025-01-11 06:00:00+00:00,-22.2,-26.0,77.0,1.2,1017.2
106435,Muonio Oustajärvi,2025-01-11 07:00:00+00:00,-21.1,-22.2,79.0,1.5,1017.1
106435,Muonio Oustajärvi,2025-01-11 08:00:00+00:00,-20.8,-21.2,79.0,1.1,1018.0
106435,Muonio Oustajärvi,2025-01-11 09:00:00+00:00,-20.7,-23.1,79.0,0.6,1019.2
106435,Muonio Oustajärvi,2025-01-11 10:00:00+00:00,-23.2,-25.0,77.0,1.1,1020.7
106435,Muonio Oustajärvi,2025-01-11 11:00:00+00:00,-24.6,-25.6,76.0,2.0,1021.7
106435,Muonio Oustajärvi,2025-01-11 12:00:00+00:00,-25.3,-27.3,75.0,1.6,1022.7
106435,Muonio Oustajärvi,2025-01-11 13:00:00+00:00,-26.9,-28.9,75.0,1.0,1023.5
106435,Muonio Oustajärvi,2025-01-11 14:00:00+00:00,-28.8,-29.9,73.0,0.9,1024.3
